ID;ToInclude;Lektion;ReihenfolgeImTag__1;ReihenfolgeImTag__2;ReihenfolgeImTag__3;ReihenfolgeImTag__4;ReihenfolgeImTag__5;ReihenfolgeImTag__6;ReihenfolgeImTag__7;ReihenfolgeImTag__8;ReihenfolgeImTag__9;ReihenfolgeImTag__10;ReihenfolgeImTag__11;ReihenfolgeImTag__12;ReihenfolgeImTag__13;ReihenfolgeImTag__14;ReihenfolgeImTag__15;ReihenfolgeImTag__16;Start0Middel1Abschluss2__1;Start0Middel1Abschluss2__2;Start0Middel1Abschluss2__3;Start0Middel1Abschluss2__4;Start0Middel1Abschluss2__5;Start0Middel1Abschluss2__6;Start0Middel1Abschluss2__7;Start0Middel1Abschluss2__8;Start0Middel1Abschluss2__9;Start0Middel1Abschluss2__10;Start0Middel1Abschluss2__11;Start0Middel1Abschluss2__12;Start0Middel1Abschluss2__13;Start0Middel1Abschluss2__14;Start0Middel1Abschluss2__15;Start0Middel1Abschluss2__16;Test_counter__1;Test_counter__2;Test_counter__3;Test_counter__4;Test_counter__5;Test_counter__6;Test_counter__7;Test_counter__8;Test_counter__9;Test_counter__10;Test_counter__11;Test_counter__12;Test_counter__13;Test_counter__14;Test_counter__15;Test_counter__16;Tag__1;Tag__2;Tag__3;Tag__4;Tag__5;Tag__6;Tag__7;Tag__8;Tag__9;Tag__10;Tag__11;Tag__12;Tag__13;Tag__14;Tag__15;Tag__16;Aufgabe__1;Aufgabe__2;Aufgabe__3;Aufgabe__4;Aufgabe__5;Aufgabe__6;Aufgabe__7;Aufgabe__8;Aufgabe__9;Aufgabe__10;Aufgabe__11;Aufgabe__12;Aufgabe__13;Aufgabe__14;Aufgabe__15;Aufgabe__16;Dauer__1;Dauer__2;Dauer__3;Dauer__4;Dauer__5;Dauer__6;Dauer__7;Dauer__8;Dauer__9;Dauer__10;Dauer__11;Dauer__12;Dauer__13;Dauer__14;Dauer__15;Dauer__16;Zeichen__1;Zeichen__2;Zeichen__3;Zeichen__4;Zeichen__5;Zeichen__6;Zeichen__7;Zeichen__8;Zeichen__9;Zeichen__10;Zeichen__11;Zeichen__12;Zeichen__13;Zeichen__14;Zeichen__15;Zeichen__16;Amin__1;Amin__2;Amin__3;Amin__4;Amin__5;Amin__6;Amin__7;Amin__8;Amin__9;Amin__10;Amin__11;Amin__12;Amin__13;Amin__14;Amin__15;Amin__16;Tippfehler__1;Tippfehler__2;Tippfehler__3;Tippfehler__4;Tippfehler__5;Tippfehler__6;Tippfehler__7;Tippfehler__8;Tippfehler__9;Tippfehler__10;Tippfehler__11;Tippfehler__12;Tippfehler__13;Tippfehler__14;Tippfehler__15;Tippfehler__16;Fehlerquote__1;Fehlerquote__2;Fehlerquote__3;Fehlerquote__4;Fehlerquote__5;Fehlerquote__6;Fehlerquote__7;Fehlerquote__8;Fehlerquote__9;Fehlerquote__10;Fehlerquote__11;Fehlerquote__12;Fehlerquote__13;Fehlerquote__14;Fehlerquote__15;Fehlerquote__16;Punkte__1;Punkte__2;Punkte__3;Punkte__4;Punkte__5;Punkte__6;Punkte__7;Punkte__8;Punkte__9;Punkte__10;Punkte__11;Punkte__12;Punkte__13;Punkte__14;Punkte__15;Punkte__16;Anzahl_Richtige__1;Anzahl_Richtige__2;Anzahl_Richtige__3;Anzahl_Richtige__4;Anzahl_Richtige__5;Anzahl_Richtige__6;Anzahl_Richtige__7;Anzahl_Richtige__8;Anzahl_Richtige__9;Anzahl_Richtige__10;Anzahl_Richtige__11;Anzahl_Richtige__12;Anzahl_Richtige__13;Anzahl_Richtige__14;Anzahl_Richtige__15;Anzahl_Richtige__16
VP_33;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;39;58;32;100;100;77;69;80;80;72;79;78;68;78;71;155;15;23;13;23;26;27;25;30;29;28;29;30;27;31;28;54;7;12;6;13;5;4;6;9;8;11;9;12;13;16;13;6;17. Sep;20. Jul;18. Aug;13;5;05. Feb;08. Jul;11. Mrz;10;15. Mrz;11. Apr;15. Apr;19. Jan;20. Mai;18. Mrz;03. Sep;0;0;0;0;45;45;24;0;11;0;0;0;0;0;0;64;32;46;26;87;95;73;63;71;72;61;70;66;55;62;58;149
VP_34;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;-;-;-;3;3;3;3;3;3;3;3;3;227;268;238;437;;;;251;276;282;244;260;253;269;240;295;78;90;81;89;-;-;-;85;93;95;82;90;86;92;83;101;6;2;4;6;;;;5;2;3;3;9;4;7;8;6;02. Jun;0.7;01. Jul;01. Apr;-;-;-;2;0.7;01. Jan;01. Feb;03. Mai;01. Jun;02. Jun;03. Mrz;2;75;83;78;81;;;;79;84;83;80;76;80;79;75;82;221;266;234;431;;;;246;274;279;241;251;249;262;232;289
VP_35;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;68;81;69;148;129;107;103;116;100;105;115;111;121;121;119;120;25;32;26;32;34;37;36;40;34;36;39;38;41;41;40;40;8;15;9;14;7;4;6;5;3;2;1;3;1;3;1;1;11. Aug;18. Mai;13;09. Mai;05. Apr;03. Jul;05. Aug;04. Mrz;3;01. Sep;0.9;02. Jul;0.8;02. Mai;0.8;0.8;0;0;0;21;49;56;49;56;57;61;65;60;66;62;66;66;60;66;60;134;122;103;97;111;97;103;114;108;120;118;118;119
VP_36;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;332;246;239;565;631;520;574;564;592;618;611;620;610;683;642;693;120;93;87;122;166;185;199;193;200;211;209;213;208;236;223;237;27;33;20;43;31;36;22;16;8;16;15;19;13;24;28;17;08. Jan;13. Apr;08. Apr;07. Jun;04. Sep;06. Sep;03. Aug;02. Aug;01. Apr;02. Jun;02. Mai;03. Jan;02. Jan;03. Mai;04. Apr;02. Mai;61;0;53;65;84;78;91;94;98;96;96;95;97;96;92;99;305;213;219;522;600;484;552;548;584;602;596;601;597;659;614;676
VP_37;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;87;104;83;156;128;106;109;109;117;149;141;163;150;166;163;169;30;36;29;34;33;36;37;38;42;51;49;56;51;57;56;58;4;3;4;13;3;1;2;4;10;4;5;5;4;4;5;5;04. Jun;02. Sep;04. Aug;08. Mrz;02. Mrz;0.9;01. Aug;03. Jul;08. Mai;02. Jul;03. Mai;03. Jan;02. Jul;02. Apr;03. Jan;3;49;58;48;33;58;63;62;57;36;66;63;67;66;69;67;68;83;101;79;143;125;105;107;105;107;145;136;158;146;162;158;164
VP_38;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;202;261;210;443;385;272;307;356;303;346;284;330;293;355;314;336;67;88;72;91;98;93;105;124;103;120;99;115;99;119;108;114;0;4;5;10;6;7;7;15;7;13;13;15;4;3;11;5;0;01. Mai;02. Apr;02. Mrz;01. Jun;02. Jun;02. Mrz;04. Feb;02. Mrz;03. Aug;04. Jun;04. Mai;01. Apr;0.8;03. Mai;01. Mai;78;81;74;79;83;79;82;80;82;81;74;78;83;89;80;86;202;257;205;433;379;265;300;341;296;333;271;315;289;352;303;331
VP_39;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;491;553;581;1131;995;684;735;769;803;790;824;796;828;838;816;881;168;192;197;233;256;232;249;263;272;272;278;275;283;285;278;300;14;23;10;36;27;12;13;19;14;25;11;28;22;17;18;18;02. Sep;04. Feb;01. Jul;03. Feb;02. Jul;01. Aug;01. Aug;02. Mai;01. Jul;03. Feb;01. Mrz;03. Mai;02. Jul;2;02. Feb;2;91;90;97;97;100;100;102;101;104;100;105;99;102;104;103;105;477;530;571;1095;968;672;722;750;789;765;813;768;806;821;798;863
VP_40;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;493;732;702;1322;1244;834;883;932;855;939;1017;1024;1065;980;957;1020;169;250;244;272;317;286;302;321;292;321;347;354;363;339;331;348;13;19;29;37;22;25;22;31;22;23;24;39;23;35;35;24;02. Jun;02. Jun;04. Jan;02. Aug;01. Aug;3;02. Mai;03. Mrz;02. Jun;02. Apr;02. Apr;03. Aug;02. Feb;03. Jun;03. Jul;02. Apr;91;100;95;101;107;102;104;103;103;105;107;104;109;103;103;107;480;713;673;1285;1222;809;861;901;833;916;993;985;1042;945;922;996
VP_41;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;352;451;472;989;853;636;664;716;702;825;740;737;813;842;783;798;119;155;164;202;219;217;225;243;239;279;252;253;275;286;267;273;4;13;19;21;21;15;11;12;16;13;17;21;11;17;19;20;01. Jan;02. Sep;4;02. Jan;02. Mai;02. Apr;01. Jul;01. Jul;02. Mrz;01. Jun;02. Mrz;02. Aug;01. Apr;2;02. Apr;02. Mai;88;89;87;97;97;97;100;102;100;105;101;99;105;104;102;102;348;438;453;968;832;621;653;704;686;812;723;716;802;825;764;778
VP_42;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;644;694;645;1243;1014;728;771;737;138;243;196;325;263;407;401;476;225;238;220;255;257;250;260;249;47;84;66;113;91;143;141;167;30;20;15;30;15;21;8;10;2;9;3;13;10;22;22;24;04. Jul;02. Sep;02. Mrz;02. Apr;01. Mai;02. Sep;1;01. Apr;01. Apr;03. Jul;01. Mai;4;03. Aug;05. Apr;05. Mai;5;91;98;98;101;103;99;104;103;67;74;75;79;75;79;79;84;614;674;630;1213;999;707;763;727;136;234;193;312;253;385;379;452
VP_43;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VP_44;0;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;87;124;89;306;237;201;197;229;137;257;281;260;278;307;283;320;30;43;32;63;62;68;67;79;48;90;99;91;96;105;96;112;3;5;7;11;12;2;4;8;6;11;15;13;9;9;6;17;03. Apr;4;07. Sep;03. Jun;05. Jan;1;2;03. Mai;04. Apr;04. Mrz;05. Mrz;5;03. Feb;02. Sep;02. Jan;05. Mrz;53;59;35;68;63;76;74;73;60;73;72;71;78;81;81;74;84;119;82;295;225;199;193;221;131;246;266;247;269;298;277;303
VP_45;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;337;393;359;742;645;516;547;593;546;582;554;662;556;674;620;664;117;139;125;155;169;178;189;203;185;204;192;228;191;232;214;228;14;25;17;33;30;18;20;15;9;29;21;23;17;23;21;19;04. Feb;06. Apr;04. Jul;04. Apr;04. Jul;03. Mai;03. Jul;02. Mai;01. Jun;5;03. Aug;03. Mai;03. Jan;03. Apr;03. Apr;02. Sep;79;75;79;84;85;90;91;96;96;88;91;95;93;96;94;97;323;368;342;709;615;498;527;578;537;553;533;639;539;651;599;645
VP_46;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;-;3;-;-;-;-;-;275;278;292;557;581;463;513;545;527;;584;;;;;;99;98;100;116;151;162;179;189;182;-;203;-;-;-;-;-;23;15;7;25;22;24;25;23;20;;25;;;;;;08. Apr;05. Apr;02. Apr;04. Mai;03. Aug;05. Feb;04. Sep;04. Feb;03. Aug;-;04. Mrz;-;-;-;-;-;56;71;81;78;86;83;86;89;90;;90;;;;;;252;263;285;532;559;439;488;522;507;;559;;;;;
VP_47;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;459;398;374;639;518;429;419;487;456;504;514;636;607;557;552;600;155;136;129;133;133;148;144;166;156;173;176;218;208;191;188;208;6;10;13;25;15;16;12;12;13;14;13;19;17;16;11;25;01. Mrz;02. Mai;03. Mai;03. Sep;02. Sep;03. Jul;02. Sep;02. Mai;02. Sep;02. Aug;02. Mai;3;02. Aug;02. Sep;2;04. Feb;93;87;83;83;86;86;87;92;89;92;93;96;95;93;95;91;453;388;361;614;503;413;407;475;443;490;501;617;590;541;541;575
VP_48;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;280;261;245;560;542;373;462;485;493;505;516;566;550;570;611;603;100;92;85;119;143;132;159;170;172;177;183;194;187;198;207;207;20;16;11;36;29;22;14;24;22;26;34;17;12;23;11;18;07. Jan;06. Jan;04. Mai;06. Apr;05. Apr;05. Sep;3;04. Sep;04. Mai;05. Jan;06. Jun;3;02. Feb;4;01. Aug;3;64;67;72;71;79;75;89;84;86;85;79;93;95;91;98;95;260;245;234;524;513;351;448;461;471;479;482;549;538;547;600;585
VP_49;0;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VP_50;0;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
